paper,indicator_id,indicator_text,section
SOMO,gov.integrity.register.3,"Register includes details of all in-house and external lobbyists, voluntary lobby codes covering them, parliamentary pass holders, focus issues, estimated lobbying costs (staff, housing, travel, office, association membership fees), and individuals with legal/management responsibility for lobbying positions.",GOV > Protect integrity of legislative process
SOMO,gov.integrity.register.4,"Companies and organisations update their details annually, including a short overview of lobbying activities undertaken at Dutch level during the previous year.",GOV > Protect integrity of legislative process
SOMO,gov.integrity.register.5,Register should not obstruct easy access by citizens and small organisations or companies to policy makers.,GOV > Protect integrity of legislative process
SOMO,gov.integrity.register.6,Register implementation monitored by an independent and well-resourced authority (inspired by Canadian practice).,GOV > Protect integrity of legislative process
SOMO,gov.integrity.coc.1,"Adapt the integrity code of conduct (Gedragscode Integriteit Rijk 2015) to add new guidelines on dealing with lobbyists, including clear standards/procedures for communications, how meetings are agreed and organised with clarity about topics.",GOV > Protect integrity of legislative process
SOMO,gov.integrity.coc.2,Establishment of a registration mechanism for meetings conducted with lobbyists; record can feed the legislative footprint.,GOV > Protect integrity of legislative process
SOMO,gov.integrity.coc.3,Definition of lobbying that makes clear to civil servants the different ways undue influence can be exerted.,GOV > Protect integrity of legislative process
SOMO,gov.integrity.coc.4,Guidance on guaranteeing diversity among stakeholders and experts (including civil society) and on organising stakeholder meeting invitations.,GOV > Protect integrity of legislative process
SOMO,gov.weighing.1,"Identification of diverse stakeholders affected by each legislative proposal and improved impact-assessment of proposals on citizens and non-profit interests, developed in the Memorie van Toelichting guidelines.",GOV > Public interest weighed fairly
SOMO,gov.weighing.2,Clarify the benefits and risks of legislation to the public interest.,GOV > Public interest weighed fairly
SOMO,gov.weighing.3,"Sufficient human resources to process diverse inputs and consultation responses, so responses do not delay or undermine legislation.",GOV > Public interest weighed fairly
SOMO,gov.weighing.4,"Clear and practical guidelines on balancing inputs from different stakeholders, e.g. to avoid the interest group with the most consultation responses dominating.",GOV > Public interest weighed fairly
SOMO,gov.weighing.5,Memorie van Toelichting sent to Parliament explains how all formal and informal inputs were assessed and how underrepresented interests were considered.,GOV > Public interest weighed fairly
SOMO,gov.weighing.6,"Civil servants and policy makers ask industry-association representatives which members support a presented position, lobby paper, or consultation response, to avoid capture by a small subset of members.",GOV > Public interest weighed fairly
SOMO,gov.accountability.1,"Improved Memorie van Toelichting and comprehensive legislative footprint, mandatory transparency register, openness to citizens, up-to-date BNC-fiche, and improved weighing of interests should support parliamentary, media and civil-society debate about ministerial choices and clarify how the public interest was taken into account, who is impacted, and whether weighing favoured a particular stakeholder.",GOV > Accountability
SOMO,mof.transp.diary.1,"Publish a comprehensive Minister of Finance diary including meetings with external parties (inside and outside the Ministry), topics discussed (e.g. specific legislative proposal), and attendees at agreed meetings (excluding events / large meetings).",MOF > Comprehensive transparency policy
SOMO,mof.transp.eu.1,"Publish on a Ministry-of-Finance webpage a list of all current EU legislative processes in which the Minister co-decides, with links to BNC-fiche, EC consultation, EP, and ECOFIN sites.",MOF > Comprehensive transparency policy
SOMO,mof.transp.eu.2,"BNC-fiche starts with a short, easy-to-understand summary for non-experts.",MOF > Comprehensive transparency policy
SOMO,mof.transp.eu.3,BNC-fiche regularly updated to reflect changes in the Minister's position or compromises reached at ECOFIN.,MOF > Comprehensive transparency policy
SOMO,mof.transp.eu.4,Public official internet consultations are organised in due time about EU financial legislative proposals and the Minister's position on them.,MOF > Comprehensive transparency policy
SOMO,mof.access.consult.1,Public consultations announced on the Ministry's home page.,MOF > Better access for stakeholders
SOMO,mof.access.consult.2,"Use a range of means to attract responses from academics, stakeholders and citizens.",MOF > Better access for stakeholders
SOMO,mof.access.consult.3,Memorie van Toelichting includes details of external contacts made by the Ministry prior to website consultation.,MOF > Better access for stakeholders
SOMO,mof.access.capacity.1,"Increase in-house capacity / human resources to identify and attract diverse non-financial interests into the decision-making process, implementing the new external-contacts guidelines (opletpunt, brede blik).",MOF > Better access for stakeholders
SOMO,mof.weighing.1,"Analyse the balance of interests and powers (krachtenveldanalyse) represented in consultation responses, expert and consultation meetings, ministerial meetings, and other inputs; pro-actively search for missing stakeholder views and public-interest positions when imbalance is detected.",MOF > Ensure all interests are weighed seriously
SOMO,mof.weighing.2,"Develop and improve impact and risk analysis of potential financial legislation on social, environmental, citizens', and public interests, included in renewed Memorie van Toelichting guidelines.",MOF > Ensure all interests are weighed seriously
SOMO,bank.public.activities.1,"Bank gives details of all legislative proposals on which it has been active, either directly or indirectly via industry associations.",BANK > Public information about lobbying
SOMO,bank.public.activities.2,"Bank gives details of lobbying activities on its website under easy-to-understand headings, with an easy-to-read short overview (position, legislators approached, main activities).",BANK > Public information about lobbying
SOMO,bank.public.activities.3,Bank defines what it means by the term 'lobbying'.,BANK > Public information about lobbying
SOMO,bank.public.papers.1,Publish all lobby papers and consultation responses; make them easy to find on the website.,BANK > Public information about lobbying
SOMO,bank.public.papers.2,"List significant issues covered in consultation submissions with a link to a short summary, plus all related submissions and position papers, preferably with details of relevant lobbying activities.",BANK > Public information about lobbying
SOMO,bank.public.assoc.1,Publish all memberships of financial industry associations in the annual report (even inactive memberships); refer in the GRI G4-16 index to the exact webpage where memberships are listed.,BANK > Public information about lobbying
SOMO,bank.public.assoc.2,Submit a complete list of memberships to the EU Transparency Register and any future Dutch transparency register.,BANK > Public information about lobbying
SOMO,bank.public.assoc.3,Ensure overview of memberships is available to all bank staff and provide management board with information on each industry association's lobbying position.,BANK > Public information about lobbying
SOMO,bank.public.assoc.4,"Publish information about the bank's level of engagement with each association (board member, working groups, committees, etc.).",BANK > Public information about lobbying
SOMO,bank.public.budget.1,"Personnel budget and operating costs for the unit/department that lobbies and/or develops the bank's position, including external lobbyists.",BANK > Public information about lobbying
SOMO,bank.public.budget.2,Costs of membership of all financial industry organisations that represent or lobby on behalf of the bank (regardless of active involvement).,BANK > Public information about lobbying
SOMO,bank.public.budget.3,Cost of membership of lobby industry associations (public-affairs associations) to which in-house lobbyists belong as members.,BANK > Public information about lobbying
SOMO,bank.public.budget.4,Estimated costs of activities by bank representatives (from experts to management-board members) in relation to contact with legislative authorities.,BANK > Public information about lobbying
SOMO,bank.integrity.1,"Develop a code of conduct for those involved in lobbying, expertise sharing and representation, potentially incorporated into the Dutch bankers' oath; otherwise ensure all are subject to (preferably mandatory or statutory) codes of conduct.",BANK > Integrity of bank interactions
SOMO,bank.integrity.2,"Lobbying treated as a corporate-responsibility issue: all lobbying must be in line with the bank's sustainability statements/goals, with explanation when not.",BANK > Integrity of bank interactions
SOMO,bank.integrity.3,Industry associations to which banks belong have strong codes of conduct for those who lobby on their behalf.,BANK > Integrity of bank interactions
SOMO,bank.integrity.4,Disclose the names of the lobbyists who represent the bank at public institutions.,BANK > Integrity of bank interactions
SOMO,bank.policy.1,"Comprehensive lobbying policy with guidelines covering transparency (positions, activities, costs, memberships).",BANK > Comprehensive policy on lobbying
SOMO,bank.policy.2,Comprehensive lobbying policy covers integrity (which codes of conduct are followed).,BANK > Comprehensive policy on lobbying
SOMO,bank.policy.3,"Comprehensive lobbying policy covers CSR (no contradiction with sustainability objectives, no harm to society and public interest).",BANK > Comprehensive policy on lobbying
SOMO,bank.policy.4,Comprehensive lobbying policy covers coordination and supervision of all lobbying positions.,BANK > Comprehensive policy on lobbying
SOMO,bank.policy.5,"Comprehensive lobbying policy defines who is finally responsible and accountable for lobbying positions and activities, and (if appropriate) for redressing excessive or undue behaviour.",BANK > Comprehensive policy on lobbying
SOMO,bank.policy.6,"Comprehensive lobbying policy covers level of engagement in, and responsibility for, positions and lobbying activities of financial industry associations, to avoid abuses of representation and excessive lobbying.",BANK > Comprehensive policy on lobbying
Sunlight,lobbyist_activity,Lobbyist Activity,Lobbyist Activity
Sunlight,expenditure_transparency,Expenditure Transparency,Expenditure Transparency
Sunlight,expenditure_reporting_thresholds,Expenditure Reporting Thresholds,Expenditure Reporting Thresholds
Sunlight,document_accessibility,Document Accessibility,Document Accessibility
Sunlight,lobbyist_compensation,Lobbyist Compensation,Lobbyist Compensation
TI_2016,criterion.1,"Data must be accessible: free to use and reuse, published in a timely manner and easily found.",OPEN-DATA CRITERIA
TI_2016,criterion.2,Data must be accurate: complete and reflective of reality.,OPEN-DATA CRITERIA
TI_2016,criterion.3,"Data must be intelligible: structured in a way that can be analysed (e.g. clear and consistent columns, values and formats).",OPEN-DATA CRITERIA
TI_2016,criterion.4,Data must be meaningful: useful for the user.,OPEN-DATA CRITERIA
TI_2016,avail.mep.1,MEP declarations must include occupation or membership of the parliamentarian.,DATA AVAILABILITY > MEPs' Financial Interests
TI_2016,avail.mep.2,MEP declarations must include other mandates held by the parliamentarian.,DATA AVAILABILITY > MEPs' Financial Interests
TI_2016,avail.mep.3,MEP declarations must include membership or activity of the parliamentarian.,DATA AVAILABILITY > MEPs' Financial Interests
TI_2016,avail.mep.4,"MEP declarations must include occasional activity if total remuneration exceeds €5,000 in a calendar year.",DATA AVAILABILITY > MEPs' Financial Interests
TI_2016,avail.mep.5,MEP declarations must include holdings or partnerships with potential public policy implications.,DATA AVAILABILITY > MEPs' Financial Interests
TI_2016,avail.mep.6,MEP declarations must include other financial interests of the parliamentarian.,DATA AVAILABILITY > MEPs' Financial Interests
TI_2016,avail.tr.1,"Transparency Register entry must include registrant's key characteristics (e.g. address of headquarter and Brussels office, names of people with legal responsibility, name of person in charge for EU affairs).",DATA AVAILABILITY > Transparency Register
TI_2016,avail.tr.2,Transparency Register entry must include goals/remit of lobbying activities.,DATA AVAILABILITY > Transparency Register
TI_2016,avail.tr.3,Transparency Register entry must include specific activities and EU initiatives covered by the register.,DATA AVAILABILITY > Transparency Register
TI_2016,avail.tr.4,Transparency Register entry must include number of persons and full-time equivalents involved in the lobbying activities.,DATA AVAILABILITY > Transparency Register
TI_2016,avail.tr.5,Transparency Register entry must include names of persons accredited for access to EP premises.,DATA AVAILABILITY > Transparency Register
TI_2016,avail.tr.6,Transparency Register entry must include membership and affiliation of the registrant.,DATA AVAILABILITY > Transparency Register
TI_2016,avail.tr.7,Transparency Register entry must include estimated lobby expenses of the registrant.,DATA AVAILABILITY > Transparency Register
TI_2016,avail.tr.8,Transparency Register entry must include grants received from EU institutions by the registrant.,DATA AVAILABILITY > Transparency Register
TI_2016,avail.tr.9,Transparency Register entry must include financial data on the registrant.,DATA AVAILABILITY > Transparency Register
TI_2016,avail.mtg.1,Lobby meeting record must include the date of the meeting.,DATA AVAILABILITY > Lobby Meetings
TI_2016,avail.mtg.2,Lobby meeting record must include the location of the meeting.,DATA AVAILABILITY > Lobby Meetings
TI_2016,avail.mtg.3,Lobby meeting record must include the entity or entities met.,DATA AVAILABILITY > Lobby Meetings
TI_2016,avail.mtg.4,Lobby meeting record must include the subject(s) of the meeting.,DATA AVAILABILITY > Lobby Meetings
TI_2016,qual.mep.openness,"MEP financial-interest declarations should be downloadable in a central, open, machine-readable format on a single hub, rather than scattered as PDFs on 751 separate MEP web pages.",DATA QUALITY > MEPs' Financial Interests > Level of Openness
TI_2016,qual.mep.dataquality,"MEP financial-interest declarations should have good scope, up-to-date information, standardised entries (consistent languages and formats), and reliable completeness/accuracy.",DATA QUALITY > MEPs' Financial Interests > Data Quality
TI_2016,qual.mep.improve,MEP declaration improvements: increase data quality and degree of detail; publish in open-data format; publish on a centralised data hub; make information searchable and rankable.,DATA QUALITY > MEPs' Financial Interests > Areas for Improvement
TI_2016,qual.tr.openness,"Transparency Register should sit on one central hub linked to the EU data portal, downloadable in XLS/HTML format, with retrievable up-to-date version.",DATA QUALITY > Transparency Register > Level of Openness
TI_2016,qual.tr.dataquality,"Transparency Register should have good scope (wide range of indicators), strong standardisation across languages/free-text categories, and high quality of entries (avoiding incomplete, inaccurate, misleading or incorrect entries).",DATA QUALITY > Transparency Register > Data Quality
TI_2016,qual.tr.improve,"Transparency Register improvements: include systematic checks of entries; improve registration form to include basic plausibility checks; allow for rankings and better data visualisation; better integrate other databases (e.g. lobby meetings, expert group register).",DATA QUALITY > Transparency Register > Areas for Improvement
TI_2016,qual.mtg.openness,"Lobby meetings should be downloadable in an open, machine-readable format from a centralised hub, not scattered across 98 different web sites.",DATA QUALITY > Lobby Meetings > Level of Openness
TI_2016,qual.mtg.dataquality,"Lobby meetings data should have full scope, timely publication, standardised entries (languages and detail), and high quality of entries.",DATA QUALITY > Lobby Meetings > Data Quality
TI_2016,qual.mtg.improve,Lobby meetings improvements: broaden scope to cover all relevant actors; increase data quality; publish data on a centralised data hub; provide a smart search function; link data to the Transparency Register.,DATA QUALITY > Lobby Meetings > Areas for Improvement
TI_2016,rec.eu.1,"The European Union should publish more detailed and standardised information on MEP declarations in machine-readable formats and through a centralised, searchable site.",NEXT STEPS / RECOMMENDATIONS TO EU
TI_2016,rec.eu.2,The European Union should eliminate restrictions on the use and reuse of data.,NEXT STEPS / RECOMMENDATIONS TO EU
TI_2016,rec.eu.3,The European Union should revise the financial thresholds in the declarations to allow for more accurate reporting.,NEXT STEPS / RECOMMENDATIONS TO EU
TI_2016,rec.eu.4,The European Union should translate all declarations into all official EU languages.,NEXT STEPS / RECOMMENDATIONS TO EU
TI_2016,rec.eu.5,The European Union should cross-check and validate declarations to make sure that they are plausible and accurate.,NEXT STEPS / RECOMMENDATIONS TO EU
TI_2016,rec.eu.6,"The European Union should move toward ""live exporting"" and real-time, automated updating of information from the Transparency Register, including the use of an API.",NEXT STEPS / RECOMMENDATIONS TO EU
