paper,indicator_id,indicator_text,section,blob,topics,ntopics
HiredGuns,Q11,Is a lobbyist required to ﬁle a spending report?,Individual Spending Disclosure,is a lobbyist required to ﬁle a spending report? individual spending disclosure,[],0
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,Individual Spending Disclosure,how often during each two-year cycle is a lobbyist required to report spending? individual spending disclosure,['freq_cadence'],1
HiredGuns,Q13,Is compensation/salary required to be reported by a lobbyist on spending reports?,Individual Spending Disclosure,is compensation/salary required to be reported by a lobbyist on spending reports? individual spending disclosure,[],0
HiredGuns,Q14,"Are summaries (totals) of spending classiﬁed by category types (i.e., gifts, entertainment, postage, etc.)?",Individual Spending Disclosure,"are summaries (totals) of spending classiﬁed by category types (i.e., gifts, entertainment, postage, etc.)? individual spending disclosure",['disc_gifts'],1
HiredGuns,Q15,What spending must be itemized?,Individual Spending Disclosure,what spending must be itemized? individual spending disclosure,['disc_exp_itemized'],1
HiredGuns,Q16,Is the lobbyist employer/principal on whose behalf the itemized expenditure was made required to be identiﬁed?,Individual Spending Disclosure,is the lobbyist employer/principal on whose behalf the itemized expenditure was made required to be identiﬁed? individual spending disclosure,"['reg_client', 'disc_exp_itemized']",2
HiredGuns,Q17,Is the recipient of the itemized expenditure required to be identiﬁed?,Individual Spending Disclosure,is the recipient of the itemized expenditure required to be identiﬁed? individual spending disclosure,['disc_exp_itemized'],1
HiredGuns,Q18,Is the date of the itemized expenditure required to be reported?,Individual Spending Disclosure,is the date of the itemized expenditure required to be reported? individual spending disclosure,['disc_exp_itemized'],1
HiredGuns,Q19,Is a description of the itemized expenditure required to be reported?,Individual Spending Disclosure,is a description of the itemized expenditure required to be reported? individual spending disclosure,['disc_exp_itemized'],1
HiredGuns,Q20,Is subject matter or bill number to be addressed by a lobbyist required on spending reports?,Individual Spending Disclosure,is subject matter or bill number to be addressed by a lobbyist required on spending reports? individual spending disclosure,"['disc_bills', 'disc_subject']",2
HiredGuns,Q21,Is spending on household members of public ofﬁcials by a lobbyist required to be reported?,Individual Spending Disclosure,is spending on household members of public ofﬁcials by a lobbyist required to be reported? individual spending disclosure,['reg_org_subsidiary'],1
HiredGuns,Q22,"Is a lobbyist required to disclose direct business associations with public ofﬁcials, candidates or members of their households?",Individual Spending Disclosure,"is a lobbyist required to disclose direct business associations with public ofﬁcials, candidates or members of their households? individual spending disclosure","['reg_org_subsidiary', 'disc_business_assoc']",2
HiredGuns,Q23,What is the statutory provision for a lobbyist giving and reporting gifts?,Individual Spending Disclosure,what is the statutory provision for a lobbyist giving and reporting gifts? individual spending disclosure,['disc_gifts'],1
HiredGuns,Q25,Is a lobbyist who has done no spending during a ﬁling period required to make a report of no activity?,Individual Spending Disclosure,is a lobbyist who has done no spending during a ﬁling period required to make a report of no activity? individual spending disclosure,[],0
HiredGuns,Q26,Is an employer or principal of a lobbyist required to ﬁle a spending report?,Employer Spending Disclosure,is an employer or principal of a lobbyist required to ﬁle a spending report? employer spending disclosure,[],0
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,Employer Spending Disclosure,is compensation/salary required to be reported on employer/principal spending reports? employer spending disclosure,[],0
HiredGuns,Q28,Does the oversight agency provide lobbyists/employers with online registration?,Electronic Filing,does the oversight agency provide lobbyists/employers with online registration? electronic filing,"['e_filing', 'enforce_oversight_body']",2
HiredGuns,Q29,Does the oversight agency provide lobbyists/employers with online spending reporting?,Electronic Filing,does the oversight agency provide lobbyists/employers with online spending reporting? electronic filing,"['e_filing', 'enforce_oversight_body']",2
HiredGuns,Q30,Does the oversight agency provide training about how to ﬁle registrations/spending reports electronically?,Electronic Filing,does the oversight agency provide training about how to ﬁle registrations/spending reports electronically? electronic filing,"['e_filing', 'enforce_oversight_body', 'training']",3
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,Public Access,location/format of registrations or active lobbyist directory public access,[],0
HiredGuns,Q32,Location/format of spending reports,Public Access,location/format of spending reports public access,[],0
HiredGuns,Q33,Cost of copies,Public Access,cost of copies public access,[],0
HiredGuns,Q34,Are sample registration forms/spending reports available the Web?,Public Access,are sample registration forms/spending reports available the web? public access,['reg_register'],1
HiredGuns,Q35,Does the state agency provide an overall lobbying spending total by year?,Public Access,does the state agency provide an overall lobbying spending total by year? public access,[],0
HiredGuns,Q36,Does the state agency provide an overall lobbying spending total by spending-report deadlines?,Public Access,does the state agency provide an overall lobbying spending total by spending-report deadlines? public access,['timeliness'],1
HiredGuns,Q37,Does the state agency provide an overall lobbying spending total by industries lobbyists represent?,Public Access,does the state agency provide an overall lobbying spending total by industries lobbyists represent? public access,[],0
HiredGuns,Q38,How often are lobby lists updated?,Public Access,how often are lobby lists updated? public access,['freq_cadence'],1
HiredGuns,Q39,Does the state have statutory auditing authority?,Enforcement,does the state have statutory auditing authority? enforcement,['enforce_audits'],1
HiredGuns,Q40,Does the state agency conduct mandatory reviews or audits?,Enforcement,does the state agency conduct mandatory reviews or audits? enforcement,['enforce_audits'],1
HiredGuns,Q41,Is there a statutory penalty for late ﬁling of lobby registration form?,Enforcement,is there a statutory penalty for late ﬁling of lobby registration form? enforcement,"['reg_register', 'penalties']",2
HiredGuns,Q42,Is there a statutory penalty for late ﬁling of a lobby spending report?,Enforcement,is there a statutory penalty for late ﬁling of a lobby spending report? enforcement,['penalties'],1
HiredGuns,Q43,When was a penalty for late ﬁling of a lobby spending report last levied?,Enforcement,when was a penalty for late ﬁling of a lobby spending report last levied? enforcement,['penalties'],1
HiredGuns,Q44,Is there a statutory penalty for incomplete ﬁling of a lobby registration form?,Enforcement,is there a statutory penalty for incomplete ﬁling of a lobby registration form? enforcement,"['reg_register', 'penalties']",2
HiredGuns,Q45,Is there a statutory penalty for incomplete ﬁling of a lobby spending report?,Enforcement,is there a statutory penalty for incomplete ﬁling of a lobby spending report? enforcement,['penalties'],1
HiredGuns,Q46,When was a penalty for incomplete ﬁling of a lobby spending report last levied?,Enforcement,when was a penalty for incomplete ﬁling of a lobby spending report last levied? enforcement,['penalties'],1
HiredGuns,Q47,Does the state publish a list of delinquent ﬁlers either on the Web or in a printed document?,Enforcement,does the state publish a list of delinquent ﬁlers either on the web or in a printed document? enforcement,[],0
HiredGuns,Q48,"Is there a ""cooling off"" period required before legislators can register as lobbyists?",Revolving Door Provision,"is there a ""cooling off"" period required before legislators can register as lobbyists? revolving door provision",['disc_revolving'],1
IBAC,rec3.a,"Legislation increases the transparency and accountability of lobbying activities in a way that includes, but is not limited to, the issues set out in (b)–(i)",Recommendation 3 preamble / general transparency,"legislation increases the transparency and accountability of lobbying activities in a way that includes, but is not limited to, the issues set out in (b)–(i) recommendation 3 preamble / general transparency",[],0
IBAC,rec3.b.i,"Define 'lobbying activity' in legislation in a way that captures any contact with government representatives (with reference to the Scottish approach) made in relation to government or parliamentary functions, and decision-making at the local government level","Definitions of lobbying activity, lobbyist, and government representative","define 'lobbying activity' in legislation in a way that captures any contact with government representatives (with reference to the scottish approach) made in relation to government or parliamentary functions, and decision-making at the local government level definitions of lobbying activity, lobbyist, and government representative","['def_what_lobbying', 'penalties']",2
IBAC,rec3.b.ii,"Define 'lobbyist' in legislation in a way that focuses on the activity being undertaken, not persons in the business of lobbying","Definitions of lobbying activity, lobbyist, and government representative","define 'lobbyist' in legislation in a way that focuses on the activity being undertaken, not persons in the business of lobbying definitions of lobbying activity, lobbyist, and government representative","['def_what_lobbying', 'penalties']",2
IBAC,rec3.b.iii,"Define 'government representative' in legislation to encompass all public officers who may be subject to lobbying activity, including members of parliament, electorate officers, councillors and council officers","Definitions of lobbying activity, lobbyist, and government representative","define 'government representative' in legislation to encompass all public officers who may be subject to lobbying activity, including members of parliament, electorate officers, councillors and council officers definitions of lobbying activity, lobbyist, and government representative","['def_what_lobbying', 'reg_org_subsidiary', 'penalties']",3
IBAC,rec3.c.i.1,"When an MP initiates a meeting with a minister or their adviser, the MP must disclose to the responsible minister's office whether the MP has a private interest in the matter (with 'private interest' defined to include donations or other benefits provided by a person or entity who asked the MP to make representations)",Disclosure obligations for MP-initiated meetings with ministers,"when an mp initiates a meeting with a minister or their adviser, the mp must disclose to the responsible minister's office whether the mp has a private interest in the matter (with 'private interest' defined to include donations or other benefits provided by a person or entity who asked the mp to make representations) disclosure obligations for mp-initiated meetings with ministers","['disc_meeting_log', 'penalties']",2
IBAC,rec3.c.i.2,"When an MP initiates a meeting with a minister or their adviser and has a private interest, the MP must disclose to the responsible minister's office the nature of that interest",Disclosure obligations for MP-initiated meetings with ministers,"when an mp initiates a meeting with a minister or their adviser and has a private interest, the mp must disclose to the responsible minister's office the nature of that interest disclosure obligations for mp-initiated meetings with ministers",['disc_meeting_log'],1
IBAC,rec3.c.i.3,"When an MP initiates a meeting with a minister or their adviser, the MP must disclose to the responsible minister's office the names of any persons or entities who have made representations to the MP requesting that they lobby the minister or their adviser (regardless of whether the MP has a private interest)",Disclosure obligations for MP-initiated meetings with ministers,"when an mp initiates a meeting with a minister or their adviser, the mp must disclose to the responsible minister's office the names of any persons or entities who have made representations to the mp requesting that they lobby the minister or their adviser (regardless of whether the mp has a private interest) disclosure obligations for mp-initiated meetings with ministers",['disc_meeting_log'],1
IBAC,rec3.c.ii,"MPs initiating such meetings must maintain records of those disclosures in a form that is auditable and can be made available to appropriate entities, including the lobbying regulator",Disclosure obligations for MP-initiated meetings with ministers,"mps initiating such meetings must maintain records of those disclosures in a form that is auditable and can be made available to appropriate entities, including the lobbying regulator disclosure obligations for mp-initiated meetings with ministers","['disc_meeting_log', 'enforce_audits', 'enforce_oversight_body']",3
IBAC,rec3.d.i,"Lobbyists must document the name and role of the government representative who has been lobbied, published via an easily accessible and searchable register",Lobbyist documentation of contacts (publicly searchable register),"lobbyists must document the name and role of the government representative who has been lobbied, published via an easily accessible and searchable register lobbyist documentation of contacts (publicly searchable register)","['access_searchable', 'data_dictionary']",2
IBAC,rec3.d.ii,"Lobbyists must document the subject of the lobbying and its purpose, published via an easily accessible and searchable register",Lobbyist documentation of contacts (publicly searchable register),"lobbyists must document the subject of the lobbying and its purpose, published via an easily accessible and searchable register lobbyist documentation of contacts (publicly searchable register)","['access_searchable', 'data_dictionary']",2
IBAC,rec3.d.iii,"Lobbyists must document the intended outcome of the lobbying communication, published via an easily accessible and searchable register",Lobbyist documentation of contacts (publicly searchable register),"lobbyists must document the intended outcome of the lobbying communication, published via an easily accessible and searchable register lobbyist documentation of contacts (publicly searchable register)","['access_searchable', 'data_dictionary']",2
IBAC,rec3.e.i,Mandate monthly publication of extracts or summaries of ministerial diaries and ministerial staff diaries capturing the date of the meeting or event,Ministerial-diary and ministerial-staff-diary publication,mandate monthly publication of extracts or summaries of ministerial diaries and ministerial staff diaries capturing the date of the meeting or event ministerial-diary and ministerial-staff-diary publication,['disc_meeting_log'],1
IBAC,rec3.e.ii,Mandate monthly publication of ministerial-diary and ministerial-staff-diary extracts capturing who attended,Ministerial-diary and ministerial-staff-diary publication,mandate monthly publication of ministerial-diary and ministerial-staff-diary extracts capturing who attended ministerial-diary and ministerial-staff-diary publication,['disc_meeting_log'],1
IBAC,rec3.e.iii,Mandate monthly publication of ministerial-diary and ministerial-staff-diary extracts capturing what interests they represented,Ministerial-diary and ministerial-staff-diary publication,mandate monthly publication of ministerial-diary and ministerial-staff-diary extracts capturing what interests they represented ministerial-diary and ministerial-staff-diary publication,['disc_meeting_log'],1
IBAC,rec3.e.iv,Mandate monthly publication of ministerial-diary and ministerial-staff-diary extracts capturing the issues that were discussed at the meeting or event,Ministerial-diary and ministerial-staff-diary publication,mandate monthly publication of ministerial-diary and ministerial-staff-diary extracts capturing the issues that were discussed at the meeting or event ministerial-diary and ministerial-staff-diary publication,['disc_meeting_log'],1
IBAC,rec3.f.i,"Require creation and maintenance of records relating to requests to meet, any associated approvals, and formal meetings between a minister or their staff and any person lobbying them (with reference to Queensland, Scotland and Ireland)",Lobbyist–minister and lobbyist–ministerial-staff interactions,"require creation and maintenance of records relating to requests to meet, any associated approvals, and formal meetings between a minister or their staff and any person lobbying them (with reference to queensland, scotland and ireland) lobbyist–minister and lobbyist–ministerial-staff interactions",[],0
IBAC,rec3.f.ii,"Require inclusion in ministerial diaries and ministerial staff diaries of details of contacts with people undertaking lobbying activity, to support the monitoring and compliance activities of the lobbying regulator (with reference to NSW and Queensland)",Lobbyist–minister and lobbyist–ministerial-staff interactions,"require inclusion in ministerial diaries and ministerial staff diaries of details of contacts with people undertaking lobbying activity, to support the monitoring and compliance activities of the lobbying regulator (with reference to nsw and queensland) lobbyist–minister and lobbyist–ministerial-staff interactions","['def_what_lobbying', 'enforce_oversight_body']",2
IBAC,rec3.f.iii,Require publication of a uniform Ministerial Staff Code of Conduct under legislation that obliges ministerial staff to comply with lobbying regulations,Lobbyist–minister and lobbyist–ministerial-staff interactions,require publication of a uniform ministerial staff code of conduct under legislation that obliges ministerial staff to comply with lobbying regulations lobbyist–minister and lobbyist–ministerial-staff interactions,['code_of_conduct'],1
IBAC,rec3.f.iv,Require training for ministerial advisers to raise awareness of risks associated with lobbyists,Lobbyist–minister and lobbyist–ministerial-staff interactions,require training for ministerial advisers to raise awareness of risks associated with lobbyists lobbyist–minister and lobbyist–ministerial-staff interactions,['training'],1
IBAC,rec3.g.i,Require electorate officers to maintain records (with prescribed details) of contact with those undertaking lobbying activity; records must be auditable to support the monitoring and compliance activities of the lobbying regulator,Lobbyist–electorate-officer interactions,require electorate officers to maintain records (with prescribed details) of contact with those undertaking lobbying activity; records must be auditable to support the monitoring and compliance activities of the lobbying regulator lobbyist–electorate-officer interactions,"['def_what_lobbying', 'enforce_audits', 'enforce_oversight_body']",3
IBAC,rec3.g.ii,Require the Electorate Officers Code of Conduct to specify that electorate officers must comply with lobbying regulations,Lobbyist–electorate-officer interactions,require the electorate officers code of conduct to specify that electorate officers must comply with lobbying regulations lobbyist–electorate-officer interactions,['code_of_conduct'],1
IBAC,rec3.g.iii,Require training for electorate officers to raise awareness of risks associated with lobbyists,Lobbyist–electorate-officer interactions,require training for electorate officers to raise awareness of risks associated with lobbyists lobbyist–electorate-officer interactions,['training'],1
IBAC,rec3.h,Prohibit success fees being given or promised to lobbyists in return for a certain outcome of any lobbying activity,Prohibition on success fees,prohibit success fees being given or promised to lobbyists in return for a certain outcome of any lobbying activity prohibition on success fees,"['def_what_lobbying', 'proh_contingent']",2
IBAC,rec3.i,"Ensure that a lobbyist cannot lobby an elected official whose election they have supported directly or indirectly, for example through donations or in-kind support to a campaign",Cooling-off / separation between political support and lobbying,"ensure that a lobbyist cannot lobby an elected official whose election they have supported directly or indirectly, for example through donations or in-kind support to a campaign cooling-off / separation between political support and lobbying","['disc_gifts', 'disc_revolving']",2
McKayWozniak,thesis.aspect_1.regulatory_weakness,Lobbying regulation in the UK is among the very weakest of countries that have developed lobbying disclosure laws.,Five-aspect thesis (Introduction),lobbying regulation in the uk is among the very weakest of countries that have developed lobbying disclosure laws. five-aspect thesis (introduction),[],0
McKayWozniak,thesis.aspect_2.register_meetings_mismatch,The set of lobby clients listed in the register is significantly different from the set of groups with whom ministerial offices report having met.,Five-aspect thesis (Introduction),the set of lobby clients listed in the register is significantly different from the set of groups with whom ministerial offices report having met. five-aspect thesis (introduction),[],0
McKayWozniak,thesis.aspect_3.collation_burden,Collating information about ministerial meetings is too burdensome for any layperson to do.,Five-aspect thesis (Introduction),collating information about ministerial meetings is too burdensome for any layperson to do. five-aspect thesis (introduction),[],0
McKayWozniak,thesis.aspect_4.legislative_debate_warned,The debate surrounding lobbying transparency as the law was being written made clear that the proposal was not robust enough.,Five-aspect thesis (Introduction),the debate surrounding lobbying transparency as the law was being written made clear that the proposal was not robust enough. five-aspect thesis (introduction),[],0
McKayWozniak,thesis.aspect_5.skewed_access,"Lobbying clients meet more frequently with Government ministers than unregistered groups, and a small number of lobby clients dominate over the others.",Five-aspect thesis (Introduction),"lobbying clients meet more frequently with government ministers than unregistered groups, and a small number of lobby clients dominate over the others. five-aspect thesis (introduction)",[],0
McKayWozniak,usability.accuracy,"Accuracy (preciseness, factuality) of disclosed transparency data — does the disclosure offer policy-specific information rather than vague filler labels, and are organizational affiliations identified?",Usability of ministerial-meetings data (criteria 1 of 7),"accuracy (preciseness, factuality) of disclosed transparency data — does the disclosure offer policy-specific information rather than vague filler labels, and are organizational affiliations identified? usability of ministerial-meetings data (criteria 1 of 7)",['data_dictionary'],1
McKayWozniak,usability.accessibility,"Accessibility of disclosed transparency data — is online access public and open, with no registration required, and are files downloadable?",Usability of ministerial-meetings data (criteria 2 of 7),"accessibility of disclosed transparency data — is online access public and open, with no registration required, and are files downloadable? usability of ministerial-meetings data (criteria 2 of 7)","['reg_register', 'access_bulk', 'access_free']",3
McKayWozniak,usability.completeness,"Completeness of disclosed transparency data — are all required reports filed, and do the data cover all relevant levels of officials and all departments?",Usability of ministerial-meetings data (criteria 3 of 7),"completeness of disclosed transparency data — are all required reports filed, and do the data cover all relevant levels of officials and all departments? usability of ministerial-meetings data (criteria 3 of 7)",[],0
McKayWozniak,usability.understandability,"Understandability of disclosed transparency data — are reports written in non-technical language, avoiding uncommon acronyms?",Usability of ministerial-meetings data (criteria 4 of 7),"understandability of disclosed transparency data — are reports written in non-technical language, avoiding uncommon acronyms? usability of ministerial-meetings data (criteria 4 of 7)",[],0
McKayWozniak,usability.timeliness,Timeliness of disclosed transparency data — are quarterly reports uploaded promptly after the close of the relevant quarter?,Usability of ministerial-meetings data (criteria 5 of 7),timeliness of disclosed transparency data — are quarterly reports uploaded promptly after the close of the relevant quarter? usability of ministerial-meetings data (criteria 5 of 7),"['freq_cadence', 'timeliness']",2
McKayWozniak,usability.free_or_low_cost,"Free or low cost of access to disclosed transparency data — apart from acquisition costs and internet access fees, is the information free?",Usability of ministerial-meetings data (criteria 6 of 7),"free or low cost of access to disclosed transparency data — apart from acquisition costs and internet access fees, is the information free? usability of ministerial-meetings data (criteria 6 of 7)",['access_free'],1
McKayWozniak,usability.searchability,"Searchability of disclosed transparency data — does a complete, dedicated searchable database exist that supports comprehensive, comparative, and targeted queries?",Usability of ministerial-meetings data (criteria 7 of 7),"searchability of disclosed transparency data — does a complete, dedicated searchable database exist that supports comprehensive, comparative, and targeted queries? usability of ministerial-meetings data (criteria 7 of 7)",['access_searchable'],1
McKayWozniak,cpi.correction.threshold_for_registration,"Re-coding of CPI's ""minimum threshold for money spent"" item — UK lobby firms need not register if they do not have a VAT number (annual revenue ≥ £85,000); CPI gives 0 points if the threshold is higher than $500.",Re-application of CPI Hired Guns rubric to UK,"re-coding of cpi's ""minimum threshold for money spent"" item — uk lobby firms need not register if they do not have a vat number (annual revenue ≥ £85,000); cpi gives 0 points if the threshold is higher than $500. re-application of cpi hired guns rubric to uk",['def_threshold_money'],1
McKayWozniak,cpi.correction.individual_lobbyists,"Re-coding of CPI's ""individual lobbyists must register"" item — only consultant lobbying firms must register, not the individuals who work for them, nor in-house lobbyists; CPI gives 0 points if individual lobbyists are not required to register.",Re-application of CPI Hired Guns rubric to UK,"re-coding of cpi's ""individual lobbyists must register"" item — only consultant lobbying firms must register, not the individuals who work for them, nor in-house lobbyists; cpi gives 0 points if individual lobbyists are not required to register. re-application of cpi hired guns rubric to uk",['reg_org_subsidiary'],1
McKayWozniak,conclusion.critique_1.register_misses_majority,"The 5-year-old lobby register misses the majority of lobbying that occurs in London, especially lobbying by those firms and campaigning organizations that lobby on their own behalf; names, targets, and expenditures of lobbyists are not reported, no subject matter being discussed, and no limitations on gift-giving or revolving-door employment.",Four conclusion-level critiques,"the 5-year-old lobby register misses the majority of lobbying that occurs in london, especially lobbying by those firms and campaigning organizations that lobby on their own behalf; names, targets, and expenditures of lobbyists are not reported, no subject matter being discussed, and no limitations on gift-giving or revolving-door employment. four conclusion-level critiques","['disc_subject', 'disc_gifts']",2
McKayWozniak,conclusion.critique_2.meetings_data_unusable,"The Government's published data about ministers' meetings with outside groups, touted as transparency, are almost totally unusable as provided; applying Piotrowski & Liao (2012) plus Holman & Luneburg (2012)'s searchability criterion, the usability of meetings data is low.",Four conclusion-level critiques,"the government's published data about ministers' meetings with outside groups, touted as transparency, are almost totally unusable as provided; applying piotrowski & liao (2012) plus holman & luneburg (2012)'s searchability criterion, the usability of meetings data is low. four conclusion-level critiques","['disc_position', 'access_searchable']",2
McKayWozniak,conclusion.critique_3.little_overlap_between_data_sets,Very little overlap between lobby register and ministerial meetings data — lobby register contains <4% of organizations known to have met with government ministries; meetings data contain no records for as many as 70% of clients known to have contracted with professional lobbying firms.,Four conclusion-level critiques,very little overlap between lobby register and ministerial meetings data — lobby register contains <4% of organizations known to have met with government ministries; meetings data contain no records for as many as 70% of clients known to have contracted with professional lobbying firms. four conclusion-level critiques,[],0
McKayWozniak,conclusion.critique_4.skewed_distribution,Tremendous skew in the distribution of ministers' meetings — majority of meetings held with just 10% of groups; more than a quarter of meetings with just 1% of groups.,Four conclusion-level critiques,tremendous skew in the distribution of ministers' meetings — majority of meetings held with just 10% of groups; more than a quarter of meetings with just 1% of groups. four conclusion-level critiques,[],0
Newmark2005,def_legislative_lobbying,legislative lobbying,definitions,legislative lobbying definitions,['def_what_lobbying'],1
Newmark2005,def_administrative_agency_lobbying,administrative agency lobbying,definitions,administrative agency lobbying definitions,['def_what_lobbying'],1
Newmark2005,def_elected_officials_as_lobbyists,elected officials as lobbyists,definitions,elected officials as lobbyists definitions,['def_exempt_officials'],1
Newmark2005,def_public_employees_as_lobbyists,public employees as lobbyists,definitions,public employees as lobbyists definitions,[],0
Newmark2005,def_compensation_standard,compensation standard,definitions,compensation standard definitions,['def_threshold_money'],1
Newmark2005,def_expenditure_standard,expenditure standard,definitions,expenditure standard definitions,['def_threshold_money'],1
Newmark2005,def_time_standard,time standard,definitions,time standard definitions,['def_threshold_time'],1
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),frequency of reporting,frequency of reporting (more frequently than once per year) frequency of reporting,['freq_cadence'],1
Newmark2005,prohib_campaign_contrib_any_time,campaign contributions at any time,prohibited activities,campaign contributions at any time prohibited activities,"['disc_camp_contrib', 'proh_camp_contrib']",2
Newmark2005,prohib_campaign_contrib_during_session,campaign contributions during the legislative session,prohibited activities,campaign contributions during the legislative session prohibited activities,"['disc_camp_contrib', 'proh_camp_contrib']",2
Newmark2005,prohib_expenditures_over_threshold,expenditures in excess of a certain dollar amount per year,prohibited activities,expenditures in excess of a certain dollar amount per year prohibited activities,['proh_gifts'],1
Newmark2005,prohib_solicitation_by_officials,solicitation by officials or employees for contributions or gifts,prohibited activities,solicitation by officials or employees for contributions or gifts prohibited activities,"['disc_gifts', 'proh_solicitation']",2
Newmark2005,disc_legislative_admin_action_to_influence,legislative/administrative action seeking to influence,disclosure requirements,legislative/administrative action seeking to influence disclosure requirements,[],0
Newmark2005,disc_expenditures_benefiting_officials,expenditures benefiting public officials or employees,disclosure requirements,expenditures benefiting public officials or employees disclosure requirements,[],0
Newmark2005,disc_compensation_by_employer,compensation received broken down by employers,disclosure requirements,compensation received broken down by employers disclosure requirements,['disc_comp_by_client'],1
Newmark2005,disc_total_compensation,total compensation received,disclosure requirements,total compensation received disclosure requirements,['disc_comp_total'],1
Newmark2005,disc_categories_of_expenditures,categories of expenditures,disclosure requirements,categories of expenditures disclosure requirements,['disc_exp_categories'],1
Newmark2005,disc_total_expenditures,total expenditures,disclosure requirements,total expenditures disclosure requirements,['disc_exp_total'],1
Newmark2017,def.legislative_lobbying,Legislative lobbying necessitates registering as a lobbyist,Definitions of lobbyists and registration requirements,legislative lobbying necessitates registering as a lobbyist definitions of lobbyists and registration requirements,"['def_who_lobbies', 'def_what_lobbying']",2
Newmark2017,def.administrative_agency_lobbying,Administrative agency lobbying necessitates registering as a lobbyist,Definitions of lobbyists and registration requirements,administrative agency lobbying necessitates registering as a lobbyist definitions of lobbyists and registration requirements,"['def_who_lobbies', 'def_what_lobbying']",2
Newmark2017,def.elective_officials_as_lobbyists,Elective officials are defined as lobbyists if engaged in lobbying-related behaviors,Definitions of lobbyists and registration requirements,elective officials are defined as lobbyists if engaged in lobbying-related behaviors definitions of lobbyists and registration requirements,"['def_who_lobbies', 'def_exempt_officials', 'penalties']",3
Newmark2017,def.public_employees_as_lobbyists,Public employees are defined as lobbyists if engaged in lobbying-related behaviors,Definitions of lobbyists and registration requirements,public employees are defined as lobbyists if engaged in lobbying-related behaviors definitions of lobbyists and registration requirements,"['def_who_lobbies', 'penalties']",2
Newmark2017,def.compensation_standard,Compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying),Definitions of lobbyists and registration requirements,compensation standard for lobbyist status (state defines persons as lobbyists if they receive a certain amount of money in exchange for lobbying) definitions of lobbyists and registration requirements,"['def_threshold_money', 'penalties']",2
Newmark2017,def.expenditure_standard,Expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying),Definitions of lobbyists and registration requirements,expenditure standard for lobbyist status (state defines persons as lobbyists if they spend a certain amount of money in lobbying) definitions of lobbyists and registration requirements,"['def_threshold_money', 'penalties']",2
Newmark2017,def.time_standard,Time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying),Definitions of lobbyists and registration requirements,time standard for lobbyist status (state defines persons as lobbyists if they devote a certain amount of time in lobbying) definitions of lobbyists and registration requirements,"['def_threshold_time', 'penalties']",2
Newmark2017,prohib.contributions_anytime,Lobbyists prohibited from making campaign contributions at any time,Prohibited activities,lobbyists prohibited from making campaign contributions at any time prohibited activities,"['disc_camp_contrib', 'proh_camp_contrib']",2
Newmark2017,prohib.contributions_during_session,Lobbyists prohibited from making campaign contributions during legislative sessions,Prohibited activities,lobbyists prohibited from making campaign contributions during legislative sessions prohibited activities,"['disc_camp_contrib', 'proh_camp_contrib']",2
Newmark2017,prohib.solicitation_by_officials,Solicitation by officials or employees for contributions or gifts is prohibited,Prohibited activities,solicitation by officials or employees for contributions or gifts is prohibited prohibited activities,"['disc_gifts', 'proh_solicitation']",2
Newmark2017,prohib.contingent_compensation,Contingent compensation is prohibited (lobbyists receiving pay only on achieving a lobbying-related objective),Prohibited activities,contingent compensation is prohibited (lobbyists receiving pay only on achieving a lobbying-related objective) prohibited activities,['proh_contingent'],1
Newmark2017,prohib.revolving_door,Revolving door restrictions (lawmakers prohibited from becoming lobbyists without a waiting period),Prohibited activities,revolving door restrictions (lawmakers prohibited from becoming lobbyists without a waiting period) prohibited activities,"['disc_revolving', 'proh_revolving']",2
Newmark2017,disclosure.influence_legislation_or_admin,Disclosure required: seeking to influence legislation or administrative action,Registration and reporting/disclosure requirements,disclosure required: seeking to influence legislation or administrative action registration and reporting/disclosure requirements,[],0
Newmark2017,disclosure.expenditures_benefiting_officials,Disclosure required: expenditures benefiting public officials or employees,Registration and reporting/disclosure requirements,disclosure required: expenditures benefiting public officials or employees registration and reporting/disclosure requirements,[],0
Newmark2017,disclosure.compensation_by_employer,Disclosure required: compensation received broken down by employer,Registration and reporting/disclosure requirements,disclosure required: compensation received broken down by employer registration and reporting/disclosure requirements,['disc_comp_by_client'],1
Newmark2017,disclosure.total_compensation,Disclosure required: total compensation received,Registration and reporting/disclosure requirements,disclosure required: total compensation received registration and reporting/disclosure requirements,['disc_comp_total'],1
Newmark2017,disclosure.categories_of_expenditures,Disclosure required: categories of expenditures,Registration and reporting/disclosure requirements,disclosure required: categories of expenditures registration and reporting/disclosure requirements,['disc_exp_categories'],1
Newmark2017,disclosure.total_expenditures,Disclosure required: total expenditures toward lobbying,Registration and reporting/disclosure requirements,disclosure required: total expenditures toward lobbying registration and reporting/disclosure requirements,['disc_exp_total'],1
